SYMBOL,SECTOR
WHFBL,n/a
AGZD,n/a
AGND,n/a
CXSE,n/a
EMCG,n/a
EMCB,n/a
DGRE,n/a
DXGE,n/a
HYZD,n/a
DXJS,n/a
GULF,n/a
HYND,n/a
DGRW,n/a
DGRS,n/a
DXPS,n/a
CAFD,Public Utilities
EGHT,Public Utilities
ADTN,Public Utilities
AKTS,Public Utilities
ALSK,Public Utilities
AMOV,Public Utilities
APLP,Public Utilities
ARTNA,Public Utilities
ABY,Public Utilities
ATNI,Public Utilities
AUDC,Public Utilities
BBRY,Public Utilities
CDZI,Public Utilities
CWST,Public Utilities
CLNE,Public Utilities
CLFD,Public Utilities
CLRO,Public Utilities
JCS,Public Utilities
CTWS,Public Utilities
CNSL,Public Utilities
CWCO,Public Utilities
DZSI,Public Utilities
DGAS,Public Utilities
FTR,Public Utilities
FTRPR,Public Utilities
GNCMA,Public Utilities
GWRS,Public Utilities
INFN,Public Utilities
IGLD,Public Utilities
LMOS,Public Utilities
CALL,Public Utilities
MTSL,Public Utilities
MSEX,Public Utilities
NTGR,Public Utilities
NEXT,Public Utilities
NEXTW,Public Utilities
NIHD,Public Utilities
OPTT,Public Utilities
OHGI,Public Utilities
OTEL,Public Utilities
OTTR,Public Utilities
PTNR,Public Utilities
PEGI,Public Utilities
PDVW,Public Utilities
PCYO,Public Utilities
RGCO,Public Utilities
SHEN,Public Utilities
SHOR,Public Utilities
SKYS,Public Utilities
SPKE,Public Utilities
SPKEP,Public Utilities
SPOK,Public Utilities
SUNW,Public Utilities
GLBL,Public Utilities
TERP,Public Utilities
YORW,Public Utilities
TMUS,Public Utilities
TMUSP,Public Utilities
ECOL,Public Utilities
VEON,Public Utilities
VVPR,Public Utilities
VOD,Public Utilities
WSTL,Public Utilities
WIN,Public Utilities
VNET,Technology
TWOU,Technology
JOBS,Technology
ACIA,Technology
ACIW,Technology
ATVI,Technology
ACTA,Technology
ACXM,Technology
IOTS,Technology
ADBE,Technology
AMD,Technology
AGYS,Technology
AIRG,Technology
AMCN,Technology
ALRM,Technology
ALLT,Technology
MDRX,Technology
AOSL,Technology
GOOG,Technology
GOOGL,Technology
AABA,Technology
AMBA,Technology
DOX,Technology
AMSWA,Technology
AMKR,Technology
ASYS,Technology
ADI,Technology
ANSS,Technology
APPF,Technology
APPN,Technology
AAPL,Technology
AMAT,Technology
AAOI,Technology
APTI,Technology
ARRS,Technology
ASML,Technology
AZPN,Technology
ALOT,Technology
ASUR,Technology
TEAM,Technology
ATOM,Technology
ATTU,Technology
ABTL,Technology
ADSK,Technology
ADP,Technology
AVNW,Technology
AVID,Technology
AWRE,Technology
ACLS,Technology
AXTI,Technology
BOSC,Technology
BIDU,Technology
BBSI,Technology
BV,Technology
BNFT,Technology
BKYI,Technology
BBOX,Technology
BLKB,Technology
BL,Technology
BCOR,Technology
EPAY,Technology
BLIN          ,Technology
BCOV,Technology
AVGO,Technology
BSFT,Technology
BVSN,Technology
BRCD,Technology
BRKS,Technology
CA,Technology
CCMP,Technology
CDNS,Technology
CAMP,Technology
CALD,Technology
CSIQ,Technology
CARB,Technology
CAVM,Technology
CRNT,Technology
CERN,Technology
CEVA,Technology
CYOU,Technology
CHKP,Technology
CNIT,Technology
CCIH,Technology
CNET,Technology
IMOS,Technology
CRUS,Technology
CSCO,Technology
CTXS,Technology
CLNT,Technology
CTSH,Technology
CHUBA,Technology
CHUBK,Technology
COMM,Technology
CVLT,Technology
CPSI,Technology
CTG,Technology
CMTL,Technology
CCUR,Technology
CNXR,Technology
CSOD,Technology
CPAH,Technology
COUP,Technology
CRAY,Technology
CREE,Technology
CRTO,Technology
CCRN,Technology
CSGS,Technology
CSPI,Technology
CVV,Technology
CYBR,Technology
CY,Technology
CYRN,Technology
DWCH,Technology
DTRM,Technology
DGII,Technology
DGLT,Technology
DMRC,Technology
DGLY,Technology
DIOD,Technology
DLHC,Technology
DSPG,Technology
EBIX,Technology
ELON,Technology
SATS,Technology
EDGW,Technology
EGAN,Technology
EA,Technology
EFII,Technology
ELTK,Technology
EMKR,Technology
EIGI,Technology
WATT,Technology
ERII,Technology
ENPH,Technology
PLUS,Technology
ERIC,Technology
EVBG,Technology
MRAM,Technology
EVOL,Technology
EXA,Technology
EXTR,Technology
FFIV,Technology
FB,Technology
FALC,Technology
FNSR,Technology
FEYE,Technology
FSLR,Technology
FISV,Technology
FIVN,Technology
FLEX,Technology
FPAY,Technology
FRSX,Technology
FORM,Technology
FORTY,Technology
FTNT,Technology
FSNN,Technology
GDS,Technology
GFN,Technology
GFNCP,Technology
GFNSL,Technology
GIGM,Technology
GILT,Technology
GLUU,Technology
GEC,Technology
GSUM,Technology
GRPN,Technology
GSIT,Technology
GUID,Technology
HQCL,Technology
HLIT,Technology
HSTM,Technology
HSII,Technology
HIMX,Technology
HDP,Technology
HSON,Technology
ICHR,Technology
INVE,Technology
INFO,Technology
IMMR,Technology
IMPV,Technology
INOD,Technology
ISSC,Technology
INOV,Technology
INPX,Technology
INSE,Technology
IDTI,Technology
INTC,Technology
LINK,Technology
IMI,Technology
INAP,Technology
IIJI,Technology
INTX,Technology
IVAC,Technology
INTU,Technology
IPAS,Technology
IPGP,Technology
IXYS,Technology
JCOM,Technology
JASO,Technology
JKHY,Technology
JMU,Technology
KELYA,Technology
KELYB,Technology
KTEC,Technology
KTCC,Technology
KFRC,Technology
KE,Technology
KONE,Technology
KOPN,Technology
KLIC,Technology
KVHI,Technology
LRCX,Technology
LTRX,Technology
LSCC,Technology
LTRPA,Technology
LTRPB,Technology
LPTH,Technology
LECO,Technology
LIVE,Technology
LPSN,Technology
LOGI,Technology
LOGM,Technology
LORL,Technology
MTSI,Technology
MGIC,Technology
MNGA,Technology
MAMS,Technology
MANH,Technology
MNTX,Technology
MRVL,Technology
MTCH,Technology
MTLS,Technology
MATR,Technology
MXIM,Technology
MGRC,Technology
MDCA,Technology
MTBC,Technology
MTBCP,Technology
MDSO,Technology
MLNX,Technology
MCHP,Technology
MU,Technology
MSCC,Technology
MSFT,Technology
MSTR,Technology
MIME,Technology
MNDO,Technology
MB,Technology
MIND,Technology
MINDP,Technology
MITK,Technology
MITL,Technology
MOBL,Technology
MOMO,Technology
MPWR,Technology
TYPE,Technology
MSDI,Technology
MSDIW,Technology
MOSY,Technology
MOXC,Technology
MYSZ,Technology
NNDM,Technology
NH,Technology
NATI,Technology
NETE,Technology
NTAP,Technology
NLST,Technology
NTCT,Technology
NTWK,Technology
NICE,Technology
NUAN,Technology
NTNX,Technology
NVEC,Technology
NVDA,Technology
NXPI,Technology
OIIM,Technology
OCLR,Technology
OKTA,Technology
OMCL,Technology
ON,Technology
OTIV,Technology
OTEX,Technology
OSIS,Technology
PFIN,Technology
PCYG,Technology
PRKR,Technology
PCTY,Technology
PCTI,Technology
PDFS,Technology
PEGA,Technology
PRFT,Technology
PERI,Technology
PLAB,Technology
PXLW,Technology
PLXS,Technology
PNTR,Technology
COOL,Technology
POWI,Technology
PSDO,Technology
IPDN,Technology
PRGS,Technology
PFPT,Technology
PTC,Technology
QADA,Technology
QADB,Technology
QRVO,Technology
QCOM,Technology
QSII,Technology
QBAK,Technology
QLYS,Technology
QTNA,Technology
QRHC,Technology
QUIK,Technology
QUMU,Technology
RDCM,Technology
RSYS,Technology
RMBS,Technology
RPD,Technology
RCMT,Technology
RNWK,Technology
RP,Technology
RCII,Technology
RESN,Technology
RBCN,Technology
SABR,Technology
SANM,Technology
SPNS,Technology
SCSC,Technology
SGMS,Technology
SEAC,Technology
STX,Technology
SCWX,Technology
LEDS,Technology
SMTC,Technology
SGOC,Technology
SHSP,Technology
PIXY,Technology
SSTI,Technology
SWIR,Technology
SIFY,Technology
SIGM,Technology
SGMA,Technology
SILC,Technology
SLAB,Technology
SIMO,Technology
SPIL,Technology
SLP,Technology
SINA,Technology
SWKS,Technology
SGH,Technology
SMSI,Technology
SMTX,Technology
SRAX,Technology
SCKT,Technology
SOHU,Technology
SEDG,Technology
SOFO,Technology
SONS,Technology
ANY,Technology
SPI,Technology
SPLK,Technology
SPSC,Technology
SSNC,Technology
STAF,Technology
SSYS,Technology
STRM,Technology
SPWR,Technology
SMCI,Technology
SPCB,Technology
SCON,Technology
SPRT,Technology
SYKE,Technology
SYMC,Technology
SYNC,Technology
SYNA,Technology
SNCR,Technology
SNPS,Technology
SYNT,Technology
TTWO,Technology
TLND,Technology
TECD,Technology
TCCO,Technology
TTEC,Technology
TXN,Technology
DSGX,Technology
KEYW,Technology
MIDD,Technology
TSG,Technology
TTD,Technology
ULTI,Technology
TNTR,Technology
TISA,Technology
TSEM,Technology
TACT,Technology
TZOO,Technology
TRIP,Technology
TRVG,Technology
TRUE,Technology
TSRI,Technology
TTMI,Technology
TCX,Technology
TWIN,Technology
UBNT,Technology
UCTT,Technology
UPLD,Technology
VRNS,Technology
VDSI,Technology
VECO,Technology
VRNT,Technology
VRSN,Technology
VRSK,Technology
VERI,Technology
VSAT,Technology
VIAV,Technology
VRTU,Technology
VUZI,Technology
WSTG,Technology
WEB,Technology
WB,Technology
WDC,Technology
WIX,Technology
WPPGY,Technology
WSCI,Technology
XLNX,Technology
XPER,Technology
XPLR,Technology
XNET,Technology
YNDX,Technology
YY,Technology
ZBRA,Technology
ZIXI,Technology
ZNGA,Technology
AIRT,Transportation
ATSG,Transportation
ALGT,Transportation
AAL,Transportation
ARCB,Transportation
AAWW,Transportation
CHRW,Transportation
CPLP,Transportation
CVTI,Transportation
CYRX,Transportation
CYRXW,Transportation
CSX,Transportation
DCIX,Transportation
DRYS,Transportation
EGLE,Transportation
ECHO,Transportation
ESEA,Transportation
EXPD,Transportation
FWRD,Transportation
GLBS,Transportation
OMAB,Transportation
HA,Transportation
HTLD,Transportation
HUBG,Transportation
HUNT,Transportation
HUNTU,Transportation
HUNTW,Transportation
JBHT,Transportation
JBLU,Transportation
LSTR,Transportation
MRTN,Transportation
ODFL,Transportation
PTSI,Transportation
PANL,Transportation
PATI,Transportation
PHII,Transportation
PHIIK,Transportation
PXS,Transportation
RYAAY,Transportation
SAIA,Transportation
SHIP,Transportation
SHIPW,Transportation
SINO,Transportation
SKYW,Transportation
SAVE,Transportation
SBLK,Transportation
SBLKL,Transportation
GASS,Transportation
STB,Transportation
TOPS,Transportation
ULH,Transportation
USAK,Transportation
WERN,Transportation
YRCW,Transportation
